,state_cat,account_length,area_code_cat,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn,churn_predict,churn_proba
599,35,123,2,0,0,0,222.4,90,37.81,286.3,104,24.34,300.8,95,13.54,9.9,3,2.67,2,1,1,0.6450257331856681
600,15,88,1,0,0,0,82.7,94,14.06,157.5,130,13.39,205.9,81,9.27,10.6,4,2.86,0,1,0,0.07034215153500983
601,45,182,0,0,1,24,215.2,73,36.58,133.1,85,11.31,205.1,79,9.23,10.9,7,2.94,0,0,0,0.14863263462884502
602,10,84,0,1,1,18,136.8,114,23.26,200.3,110,17.03,199.0,86,8.96,8.0,4,2.16,3,0,1,0.8405041961119006
603,1,109,1,0,0,0,168.0,103,28.56,190.8,100,16.22,196.9,65,8.86,7.1,4,1.92,0,0,0,0.1833763611450774
604,12,79,1,0,1,12,62.4,119,10.61,237.6,96,20.2,193.4,116,8.7,7.8,2,2.11,0,0,0,0.024269099906514283
605,45,68,1,0,1,41,226.0,113,38.42,149.8,115,12.73,184.9,88,8.32,11.5,2,3.11,2,0,0,0.4475678738877537
606,41,129,0,0,0,0,52.2,93,8.87,128.8,117,10.95,141.7,63,6.38,9.4,12,2.54,1,0,0,0.09348246140224388
607,33,70,1,0,0,0,205.7,80,34.97,221.4,103,18.82,206.2,117,9.28,14.2,5,3.83,2,0,1,0.5949036089317585
608,50,44,1,0,1,20,184.8,105,31.42,195.0,169,16.58,130.1,121,5.85,11.6,3,3.13,1,0,0,0.1924013180940945
609,19,113,2,0,0,0,193.1,93,32.83,206.4,85,17.54,215.9,102,9.72,11.1,2,3.0,1,0,0,0.3834389077920475
610,31,38,1,0,0,0,228.3,129,38.81,141.9,83,12.06,268.6,116,12.09,9.7,3,2.62,2,0,1,0.6620595949489047
611,44,86,2,1,1,41,225.5,95,38.34,229.3,101,19.49,134.0,82,6.03,11.6,10,3.13,2,0,1,0.8903756823163083
612,32,170,0,0,0,0,215.4,94,36.62,138.2,97,11.75,237.1,117,10.67,12.5,5,3.38,1,0,0,0.4524958961915962
613,30,59,1,0,0,0,163.5,107,27.8,187.1,91,15.9,179.1,100,8.06,10.3,1,2.78,2,0,0,0.4616030504110159
614,31,112,2,0,1,22,244.7,104,41.6,203.1,88,17.26,222.0,84,9.99,7.4,6,2.0,0,0,0,0.2027555121526321
615,19,152,0,0,0,0,216.7,70,36.84,152.7,102,12.98,181.2,99,8.15,11.6,6,3.13,1,0,0,0.4566062640828095
616,10,108,1,0,1,15,196.8,79,33.46,173.5,99,14.75,274.7,108,12.36,14.6,5,3.94,1,0,0,0.2173036514819489
617,0,91,2,0,0,0,197.3,120,33.54,202.4,89,17.2,290.5,128,13.07,15.3,7,4.13,1,0,0,0.39617804785499794
618,2,57,1,0,1,23,208.7,57,35.48,233.4,132,19.84,108.8,117,4.9,9.1,5,2.46,1,0,0,0.24421800906598246
619,49,112,0,0,0,0,168.4,53,28.63,187.5,68,15.94,204.5,125,9.2,9.8,3,2.65,1,0,0,0.3121752188475427
620,37,100,1,0,0,0,129.4,69,22.0,251.3,73,21.36,157.1,92,7.07,10.4,3,2.81,1,0,0,0.2163057729953149
621,13,42,2,1,0,0,260.9,94,44.35,152.8,123,12.99,212.6,94,9.57,11.1,4,3.0,1,0,1,0.9370927522608127
622,34,68,1,0,0,0,267.9,80,45.54,145.4,143,12.36,273.3,119,12.3,14.9,1,4.02,3,1,1,0.867158044658526
623,17,132,1,0,0,0,172.7,90,29.36,344.0,62,29.24,301.6,113,13.57,5.5,4,1.49,0,0,0,0.1925228602246393
624,39,137,0,1,0,0,159.1,80,27.05,239.8,81,20.38,249.0,96,11.21,8.5,5,2.3,0,0,1,0.6691462151392107
625,13,42,2,0,0,0,166.8,138,28.36,212.4,78,18.05,194.7,70,8.76,12.4,9,3.35,2,0,0,0.47207738541116795
626,30,81,1,0,1,17,145.7,89,24.77,202.9,70,17.25,212.4,92,9.56,9.5,5,2.57,1,0,0,0.12640635803983885
627,5,135,0,0,0,0,129.4,104,22.0,199.0,96,16.92,142.4,81,6.41,12.3,4,3.32,1,0,0,0.2163057729953149
628,12,102,2,0,0,0,171.5,77,29.16,261.0,107,22.19,328.8,72,14.8,10.2,1,2.75,0,0,0,0.1901550345670646
629,26,117,2,0,0,0,180.6,134,30.7,216.6,96,18.41,101.0,122,4.55,10.6,6,2.86,4,1,1,0.8117337216308878
630,50,37,2,0,1,33,225.7,133,38.37,223.9,115,19.03,192.7,131,8.67,11.2,5,3.02,3,0,1,0.6187483241713762
631,11,72,0,0,0,0,153.8,64,26.15,304.4,106,25.87,185.0,125,8.32,8.4,5,2.27,1,0,0,0.27365452040247285
632,48,48,2,0,0,0,176.9,110,30.07,274.3,114,23.32,115.3,125,5.19,11.0,2,2.97,1,0,0,0.3359106935359347
633,8,155,1,0,0,0,250.5,89,42.59,146.1,84,12.42,164.2,60,7.39,8.4,3,2.27,1,0,1,0.5639059382505095
634,47,124,0,0,0,0,282.8,108,48.08,246.3,89,20.94,256.4,96,11.54,10.3,1,2.78,3,1,1,0.8875620366253805
635,44,91,2,0,0,0,142.6,90,24.24,286.8,102,24.38,222.2,113,10.0,14.8,3,4.0,0,0,0,0.1397272756753692
636,17,169,2,0,0,0,276.1,120,46.94,123.5,88,10.5,261.9,116,11.79,11.9,5,3.21,1,0,1,0.6418722086929946
637,30,74,2,0,0,0,154.3,71,26.23,262.3,105,22.3,235.3,99,10.59,13.9,4,3.75,0,0,0,0.1586442845131411
638,39,101,0,1,1,35,181.0,88,30.77,222.5,113,18.91,217.8,103,9.8,11.1,3,3.0,1,0,1,0.6960420637075033
639,4,142,1,0,0,0,108.1,81,18.38,146.9,115,12.49,197.6,84,8.89,9.0,7,2.43,1,0,0,0.17379607159752977
640,38,61,1,0,1,31,252.1,98,42.86,215.7,149,18.33,135.7,117,6.11,5.1,4,1.38,2,0,1,0.5305478645120228
641,19,50,2,0,0,0,160.1,64,27.22,208.7,123,17.74,199.7,84,8.99,7.6,12,2.05,5,1,1,0.8697161279968093
642,48,82,0,0,0,0,217.6,82,36.99,169.4,101,14.4,248.9,124,11.2,12.7,3,3.43,0,0,0,0.2971090869600314
643,26,142,1,0,1,22,198.3,144,33.71,157.2,96,13.36,180.9,114,8.14,11.1,4,3.0,2,0,0,0.3626795440484632
644,10,27,1,0,1,32,190.3,97,32.35,279.0,77,23.72,133.8,117,6.02,8.4,3,2.27,2,0,0,0.3394435826064455
645,3,165,0,0,1,23,184.7,63,31.4,168.0,62,14.28,176.1,125,7.92,8.7,5,2.35,1,0,0,0.1922032400369323
646,10,111,0,1,0,0,159.4,47,27.1,269.3,53,22.89,179.8,103,8.09,13.7,2,3.7,2,1,1,0.8914158921275336
647,21,33,2,0,1,16,125.1,56,21.27,246.6,140,20.96,235.4,109,10.59,12.1,2,3.27,0,0,0,0.05243174074312264
648,21,55,2,0,0,0,181.3,100,30.82,200.5,122,17.04,226.9,99,10.21,10.9,2,2.94,1,0,0,0.3485408390047048
649,44,96,2,1,0,0,99.8,101,16.97,253.6,83,21.56,112.5,75,5.06,7.5,6,2.03,0,0,0,0.4870252284718998
650,20,115,0,0,0,0,254.8,97,43.32,153.5,110,13.05,217.6,117,9.79,9.0,4,2.43,1,0,1,0.5773407225639706
651,7,65,0,0,0,0,244.5,72,41.57,206.2,88,17.53,299.8,110,13.49,7.6,1,2.05,5,1,1,0.9514217453710898
652,35,50,0,0,0,0,167.7,74,28.51,179.9,98,15.29,166.5,73,7.49,10.9,2,2.94,1,0,0,0.31026163742971075
653,24,137,2,0,0,0,79.5,121,13.52,164.1,86,13.95,121.8,108,5.48,11.7,7,3.16,2,0,0,0.2270366854912707
654,13,95,0,0,0,0,133.0,94,22.61,196.6,126,16.71,181.0,128,8.15,9.9,3,2.67,4,1,1,0.7014652773389459
655,47,118,0,0,0,0,297.2,113,50.52,188.8,114,16.05,188.9,100,8.5,12.4,6,3.35,1,1,1,0.7011084783781264
656,34,84,1,0,0,0,214.9,72,36.53,197.7,92,16.8,153.1,79,6.89,11.9,2,3.21,2,0,1,0.6228351343054438
657,31,42,0,0,0,0,269.9,99,45.88,37.8,76,3.21,166.6,139,7.5,13.8,1,3.73,1,0,1,0.6235004029205017
658,32,53,1,0,0,0,143.8,102,24.45,199.6,124,16.97,177.8,65,8.0,7.8,4,2.11,1,0,0,0.24904977102600198
659,13,123,1,0,0,0,132.2,122,22.47,169.9,101,14.44,150.1,123,6.75,12.9,11,3.48,3,1,1,0.5363149148010286
660,24,60,0,0,0,0,162.8,117,27.68,163.2,121,13.87,242.4,140,10.91,14.2,2,3.83,1,0,0,0.2970501072893385
661,31,112,0,0,0,0,351.5,95,59.76,206.8,108,17.58,275.8,146,12.41,11.9,4,3.21,1,1,1,0.8241983826432466
662,27,43,1,0,0,0,165.8,96,28.19,132.0,105,11.22,323.2,62,14.54,10.7,6,2.89,0,0,0,0.17921225332450424
663,17,150,1,0,1,24,195.7,108,33.27,208.8,110,17.75,177.0,84,7.97,11.7,2,3.16,2,0,0,0.355050943875976
664,6,92,0,0,0,0,250.6,100,42.6,41.7,94,3.54,186.2,100,8.38,9.7,6,2.62,2,0,1,0.7224950612851283
665,34,68,2,0,0,0,141.9,112,24.12,166.2,94,14.13,223.5,77,10.06,9.2,6,2.48,1,0,0,0.24454575288086766
666,35,159,2,0,0,0,168.5,80,28.65,203.9,119,17.33,199.1,126,8.96,8.1,2,2.19,1,0,0,0.3124491133611756
667,14,158,1,0,1,19,127.6,88,21.69,235.2,82,19.99,195.0,87,8.78,10.1,3,2.73,0,0,0,0.05403850549873359
668,14,119,0,0,0,0,197.2,111,33.52,168.1,78,14.29,209.8,84,9.44,4.2,2,1.13,1,0,0,0.3958730162360949
669,47,54,1,0,1,28,217.4,98,36.96,246.2,120,20.93,127.0,92,5.72,7.5,8,2.03,1,0,0,0.2652723368710121
670,31,60,1,1,0,0,97.2,91,16.52,243.7,93,20.71,235.0,116,10.58,10.1,2,2.73,1,1,1,0.6487386131260855
671,48,111,1,0,1,23,87.7,91,14.91,218.3,118,18.56,173.1,87,7.79,12.3,4,3.32,1,0,0,0.06459927741678563
672,49,119,1,0,1,32,186.4,75,31.69,206.9,92,17.59,150.6,80,6.78,12.1,2,3.27,1,0,0,0.19559172408019582
673,1,74,1,0,0,0,180.0,110,30.6,212.9,100,18.1,182.3,95,8.2,11.8,10,3.19,0,0,0,0.207410596229265
674,50,118,0,0,0,0,232.4,92,39.51,191.0,68,16.24,213.0,138,9.58,7.7,4,2.08,1,0,1,0.506550904982965
675,21,124,1,0,0,0,151.6,119,25.77,198.1,93,16.84,173.4,91,7.8,11.6,3,3.13,3,0,1,0.5969851481022588
676,18,133,2,0,0,0,172.2,81,29.27,214.9,123,18.27,184.3,90,8.29,11.1,6,3.0,3,0,1,0.6582769275331501
677,48,49,0,0,0,0,260.9,88,44.35,174.2,103,14.81,262.8,98,11.83,10.6,4,2.86,1,0,1,0.5962003378503803
678,30,112,1,0,0,0,124.4,109,21.15,196.1,119,16.67,166.1,89,7.47,10.2,4,2.75,2,0,0,0.34242132995873975
679,11,130,2,0,0,0,126.8,101,21.56,144.1,105,12.25,249.6,117,11.23,11.4,8,3.08,2,0,0,0.3493458305624205
680,49,130,2,0,0,0,110.0,107,18.7,181.9,85,15.46,208.0,94,9.36,11.7,3,3.16,1,0,0,0.17730285384373873
681,44,188,0,0,0,0,231.1,92,39.29,182.4,93,15.5,227.2,89,10.22,9.8,5,2.65,4,0,1,0.891419935917234
682,11,174,1,0,0,0,187.4,74,31.86,144.6,142,12.29,235.7,102,10.61,10.2,1,2.75,1,0,0,0.3664056991696137
683,46,57,1,0,0,0,166.4,114,28.29,76.8,119,6.53,260.1,77,11.7,10.9,3,2.94,3,0,1,0.6414490990779982
684,43,98,1,1,0,0,172.5,118,29.33,198.5,107,16.87,230.2,105,10.36,12.6,3,3.4,1,0,1,0.8283217659023417
685,20,105,0,0,0,0,141.8,85,24.11,191.3,101,16.26,133.6,126,6.01,10.9,3,2.94,1,0,0,0.24431023174645244
686,42,175,0,1,1,35,159.5,95,27.12,140.7,100,11.96,176.3,99,7.93,5.4,4,1.46,5,1,1,0.9660591388907322
687,10,100,1,0,0,0,218.9,124,37.21,237.5,99,20.19,189.7,52,8.54,11.0,6,2.97,2,0,1,0.6347410030918739
688,19,132,1,0,0,0,138.7,101,23.58,257.5,85,21.89,165.6,92,7.45,7.8,1,2.11,2,0,0,0.3845787405188981
689,28,117,1,1,0,0,158.1,101,26.88,315.1,96,26.78,176.1,108,7.92,13.9,2,3.75,3,1,1,0.9419842789603492
690,31,65,1,0,0,0,97.9,138,16.64,173.0,102,14.71,262.2,92,11.8,9.2,4,2.48,1,0,0,0.15590254574207993
691,30,131,2,0,0,0,103.5,105,17.6,174.1,103,14.8,248.2,95,11.17,11.7,2,3.16,5,1,1,0.7643443432904119
692,31,114,0,0,0,0,206.3,113,35.07,223.5,97,19.0,234.3,119,10.54,8.1,6,2.19,2,0,1,0.5967462551693049
693,9,127,1,0,1,24,211.5,121,35.96,183.9,115,15.63,186.2,103,8.38,13.5,1,3.65,3,0,1,0.5752124132242539
694,40,94,0,0,0,0,229.2,103,38.96,163.9,133,13.93,190.1,67,8.55,7.4,6,2.0,3,0,1,0.7993971092913226
695,50,67,2,0,0,0,125.0,96,21.25,294.5,114,25.03,205.7,75,9.26,10.2,4,2.75,1,1,0,0.20694526396030305
696,43,123,0,0,1,41,141.3,127,24.02,152.0,96,12.92,218.8,114,9.85,8.1,3,2.19,3,0,0,0.3561551352658161
697,19,116,1,0,0,0,119.0,94,20.23,144.3,110,12.27,199.7,65,8.99,8.8,5,2.38,2,0,0,0.32708758461027854
698,13,107,1,0,0,0,260.6,81,44.3,246.1,116,20.92,243.3,117,10.95,12.8,9,3.46,0,1,0,0.42244729283103344
699,43,110,1,0,0,0,149.2,128,25.36,112.8,101,9.59,156.3,111,7.03,12.2,4,3.29,1,0,0,0.26215035006377296
700,8,29,1,0,0,0,163.7,109,27.83,207.3,88,17.62,266.2,101,11.98,10.4,2,2.81,1,0,0,0.29945229934762524
701,34,76,1,0,0,0,223.0,109,37.91,218.7,97,18.59,138.6,126,6.24,11.6,8,3.13,2,0,1,0.6467757591553762
702,21,115,0,0,0,0,200.2,115,34.03,268.8,109,22.85,185.4,102,8.34,12.8,2,3.46,3,0,1,0.7335484887662768
703,32,68,1,0,0,0,248.6,59,42.26,199.1,126,16.92,112.5,117,5.06,6.5,3,1.76,2,0,1,0.7173524156557142
704,14,63,1,0,1,26,214.2,80,36.41,253.0,152,21.51,156.4,109,7.04,10.3,2,2.78,2,0,0,0.4107212496038157
705,18,69,1,0,0,0,245.6,128,41.75,173.0,101,14.71,111.8,118,5.03,14.2,7,3.83,2,0,1,0.7095311817443413
706,42,97,0,0,0,0,238.6,85,40.56,203.3,75,17.28,180.5,127,8.12,16.2,8,4.37,0,0,0,0.3558791762251178
707,22,108,2,1,0,0,86.1,97,14.64,227.9,101,19.37,225.8,102,10.16,9.1,3,2.46,3,0,1,0.8663515716174902
708,25,79,1,0,0,0,161.6,94,27.47,187.5,110,15.94,220.8,71,9.94,10.3,7,2.78,2,0,0,0.4555871189472972
709,8,52,1,0,0,0,257.9,80,43.84,220.7,82,18.76,225.4,70,10.14,16.8,3,4.54,2,1,1,0.7407685183398243
710,16,114,1,0,0,0,209.2,127,35.56,165.3,93,14.05,196.8,98,8.86,10.6,8,2.86,3,0,1,0.7553727987686106
711,39,90,2,0,1,19,214.0,57,36.38,245.3,105,20.85,205.6,68,9.25,10.3,2,2.78,1,0,0,0.25690792728072953
712,31,82,1,0,1,33,247.4,106,42.06,167.1,110,14.2,207.6,113,9.34,6.8,1,1.84,5,0,1,0.8964239416380361
713,48,122,1,0,1,21,196.0,104,33.32,194.7,73,16.55,150.8,92,6.79,9.6,4,2.59,0,0,0,0.1202337602870792
714,26,73,1,0,1,33,129.8,112,22.07,225.3,96,19.15,262.5,104,11.81,8.6,3,2.32,1,0,0,0.10565789249864763
715,49,100,0,0,0,0,239.1,96,40.65,180.1,110,15.31,259.2,112,11.66,14.0,2,3.78,0,0,0,0.3573421644944721
716,14,124,2,0,0,0,133.2,80,22.64,144.2,98,12.26,261.0,102,11.75,12.0,3,3.24,3,1,1,0.5394847679815953
717,37,112,0,0,0,0,135.7,34,23.07,243.0,99,20.66,209.3,115,9.42,12.2,8,3.29,1,0,0,0.23023518264768056
718,23,120,1,0,1,31,211.0,117,35.87,238.7,77,20.29,184.5,99,8.3,14.0,8,3.78,1,0,0,0.24967237588579527
719,43,95,2,0,0,0,135.2,93,22.98,285.9,123,24.3,228.1,112,10.26,10.0,2,2.7,3,0,1,0.5458146501534877
720,3,102,2,0,1,29,158.2,132,26.89,250.6,47,21.3,219.3,86,9.87,15.1,4,4.08,1,0,0,0.1450822502300881
721,18,61,0,0,0,0,140.8,126,23.94,212.5,115,18.06,141.7,79,6.38,6.4,5,1.73,4,1,1,0.7218699990337762
722,1,42,2,0,0,0,160.2,103,27.23,159.8,116,13.58,255.7,87,11.51,12.9,3,3.48,1,0,0,0.29017343476544677
723,20,104,1,0,0,0,153.7,86,26.13,160.3,78,13.63,176.6,140,7.95,9.6,8,2.59,1,0,0,0.2734011105045204
724,28,184,1,0,0,0,237.6,86,40.39,157.0,105,13.35,163.6,103,7.36,14.2,2,3.83,2,0,1,0.6880645509013363
725,7,29,2,0,0,0,182.1,92,30.96,180.4,91,15.33,206.4,128,9.29,7.2,2,1.94,2,0,1,0.5208154519347117
726,20,5,0,0,0,0,198.7,108,33.78,146.7,86,12.47,216.8,95,9.76,9.5,3,2.57,2,0,1,0.573221057138521
727,19,58,0,0,1,47,151.1,117,25.69,137.4,103,11.68,172.6,99,7.77,9.2,8,2.48,1,0,0,0.13420858649235431
728,2,103,1,0,1,22,219.0,126,37.23,311.9,126,26.51,197.0,112,8.87,9.0,8,2.43,3,0,1,0.5983982561127973
729,7,165,2,0,0,0,195.2,84,33.18,229.5,116,19.51,185.3,147,8.34,11.9,3,3.21,0,0,0,0.24108074767912246
730,31,77,0,1,1,34,209.9,79,35.68,226.1,88,19.22,101.8,103,4.58,11.4,2,3.08,2,1,1,0.8693974563012907
731,20,156,2,0,0,0,81.7,133,13.89,242.5,117,20.61,203.8,112,9.17,12.3,6,3.32,3,0,0,0.3778939692656432
732,39,132,1,1,1,18,130.7,86,22.22,186.1,98,15.82,204.8,103,9.22,11.9,6,3.21,0,0,0,0.37483995382909496
733,1,115,1,0,0,0,265.9,112,45.2,132.9,94,11.3,185.2,106,8.33,14.6,7,3.94,1,0,1,0.6114524225215097
734,25,109,2,1,0,0,186.5,106,31.71,190.3,103,16.18,168.5,128,7.58,10.5,6,2.84,2,0,1,0.9206261427122159
735,31,117,0,0,0,0,185.6,115,31.55,174.8,83,14.86,188.2,122,8.47,6.7,4,1.81,4,1,1,0.8212851226558657
736,43,148,0,0,0,0,249.7,91,42.45,185.1,90,15.73,234.2,88,10.54,10.5,1,2.84,1,0,1,0.5613954429511182
737,25,135,2,0,0,0,204.1,116,34.7,150.2,74,12.77,108.1,154,4.86,8.1,1,2.19,2,0,1,0.5899769241301674
738,48,87,2,0,1,24,135.8,108,23.09,251.4,62,21.37,181.5,91,8.17,6.4,4,1.73,0,0,0,0.05964020504723147
739,10,26,2,0,0,0,83.2,93,14.14,199.5,64,16.96,242.6,112,10.92,10.7,4,2.89,1,0,0,0.1327911828676878
740,21,78,1,0,0,0,211.4,105,35.94,249.9,77,21.24,199.6,129,8.98,9.3,2,2.51,2,0,1,0.6122939198047522
741,26,78,2,0,0,0,185.8,102,31.59,251.6,88,21.39,202.8,86,9.13,13.3,6,3.59,2,0,1,0.5325775465040696
742,2,121,1,0,0,0,123.6,113,21.01,229.4,85,19.5,242.9,97,10.93,10.3,4,2.78,0,0,0,0.11305998767261184
743,13,101,1,0,0,0,202.5,91,34.43,142.5,134,12.11,219.6,102,9.88,10.1,4,2.73,3,0,1,0.7392420257361302
744,28,90,2,0,0,0,169.4,127,28.8,157.2,111,13.36,172.4,103,7.76,10.7,2,2.89,1,0,0,0.3149200457264025
745,3,83,1,0,0,0,135.2,76,22.98,161.0,98,13.69,129.3,105,5.82,9.0,6,2.43,0,0,0,0.12876450067837492
746,4,81,0,0,0,0,125.1,103,21.27,209.6,103,17.82,186.2,78,8.38,11.8,1,3.19,1,0,0,0.20715463858369101
747,31,119,0,0,0,0,287.1,83,48.81,218.4,124,18.56,151.5,42,6.82,11.0,4,2.97,1,1,1,0.6734387149541716
748,33,134,1,0,0,0,199.7,107,33.95,205.8,86,17.49,198.8,125,8.95,8.3,5,2.24,0,0,0,0.251735766523941
749,33,48,0,0,0,0,247.6,114,42.09,172.3,110,14.65,264.4,107,11.9,7.1,3,1.92,1,0,1,0.5547907430319182
750,1,185,1,0,0,0,158.5,93,26.95,294.7,69,25.05,146.2,116,6.58,16.6,3,4.48,0,0,0,0.16592484228510582
751,1,91,2,0,1,39,160.8,97,27.34,119.3,54,10.14,147.9,101,6.66,10.3,3,2.78,3,0,0,0.4149806111620665
752,40,90,0,0,1,31,118.5,92,20.15,257.9,76,21.92,186.2,96,8.38,9.0,6,2.43,1,0,0,0.09279398368697049
753,49,159,1,0,0,0,181.0,107,30.77,188.4,114,16.01,175.8,41,7.91,9.9,4,2.67,7,0,1,0.9724044515186984
754,5,103,2,0,1,40,140.3,52,23.85,245.6,114,20.88,111.7,86,5.03,11.1,6,3.0,1,0,0,0.11899537184432873
755,35,142,0,1,0,0,160.6,101,27.3,202.0,125,17.17,221.7,100,9.98,8.8,2,2.38,1,1,1,0.8056552416495125
756,43,104,2,0,0,0,111.9,105,19.02,197.7,121,16.8,302.8,108,13.63,10.1,5,2.73,1,0,0,0.18086490467100905
757,21,82,1,0,0,0,120.5,107,20.49,176.3,124,14.99,258.0,121,11.61,10.5,5,2.84,0,0,0,0.1091559037573145
758,18,76,2,0,0,0,156.3,117,26.57,115.7,53,9.83,316.4,121,14.24,6.8,4,1.84,1,0,0,0.28003711552965765
759,26,88,0,0,0,0,242.4,89,41.21,161.4,89,13.72,142.4,95,6.41,5.4,2,1.46,1,0,1,0.538357586434314
760,31,118,0,0,0,0,178.4,81,30.33,182.7,119,15.53,251.4,109,11.31,10.8,2,2.92,1,0,0,0.34019121563391924
761,44,139,2,0,0,0,258.7,94,43.98,190.3,132,16.18,247.2,73,11.12,11.4,2,3.08,1,1,1,0.5894281477432525
762,7,87,1,0,1,18,124.3,104,21.13,196.1,80,16.67,290.0,110,13.05,7.2,3,1.94,1,0,0,0.09921101943223562
763,44,167,1,0,0,0,94.9,114,16.13,315.8,105,26.84,181.0,71,8.15,10.8,6,2.92,0,0,0,0.081221721417674
764,5,138,0,0,0,0,182.0,101,30.94,200.3,119,17.03,208.9,131,9.4,13.4,3,3.62,4,0,1,0.8144470063898998
765,19,130,0,0,0,0,162.0,62,27.54,278.1,108,23.64,197.5,82,8.89,9.1,4,2.46,1,0,0,0.29492419604118697
766,9,87,1,0,0,0,176.6,83,30.02,221.6,101,18.84,185.3,89,8.34,9.4,1,2.54,0,0,0,0.20037308593740402
767,39,69,0,0,0,0,198.8,141,33.8,203.7,110,17.31,177.1,109,7.97,15.2,2,4.1,4,0,1,0.8446726957483386
768,13,164,0,1,1,28,156.1,98,26.54,209.9,140,17.84,190.0,69,8.55,11.4,4,3.08,0,0,0,0.45323973193470907
769,5,109,2,0,0,0,150.6,106,25.6,147.4,108,12.53,173.2,109,7.79,9.5,5,2.57,1,0,0,0.2656184056318874
770,25,53,2,0,0,0,198.3,100,33.71,304.2,93,25.86,131.5,85,5.92,9.2,5,2.48,2,0,1,0.5719726693235002
771,38,59,2,0,0,0,189.1,141,32.15,198.2,113,16.85,280.2,103,12.61,2.2,7,0.59,1,0,0,0.37145310374095797
772,17,124,0,0,0,0,156.9,74,26.67,195.8,82,16.64,181.0,99,8.15,8.8,2,2.38,1,0,0,0.2815824038019281
773,13,73,0,0,0,0,67.0,76,11.39,223.0,154,18.96,236.5,151,10.64,11.2,2,3.02,1,0,0,0.11075067409522052
774,0,94,1,0,0,0,261.3,89,44.42,152.4,139,12.95,120.2,124,5.41,10.5,2,2.84,0,0,0,0.42462682452276174
775,1,80,1,0,0,0,135.1,92,22.97,185.0,103,15.73,147.1,74,6.62,14.7,5,3.97,3,0,1,0.545498490289378
776,40,101,1,1,0,0,92.1,109,15.66,163.0,83,13.86,133.3,102,6.0,9.7,11,2.62,2,0,1,0.776784866992488
777,23,115,0,0,0,0,173.5,121,29.5,168.3,100,14.31,138.3,105,6.22,7.8,5,2.11,1,0,0,0.3263081603627174
778,16,100,1,1,0,0,156.3,82,26.57,259.4,91,22.05,143.7,93,6.47,8.3,7,2.24,5,0,1,0.9846542772343121
779,19,85,1,0,0,0,274.7,79,46.7,119.4,122,10.15,296.9,74,13.36,9.4,10,2.54,1,0,1,0.6377577981543737
780,17,110,0,0,0,0,244.7,84,41.6,106.4,95,9.04,194.9,61,8.77,10.5,1,2.84,2,1,1,0.707160039921411
781,48,92,0,1,0,0,183.6,96,31.21,149.7,55,12.72,135.2,71,6.08,11.8,4,3.19,0,0,1,0.7343425475227368
782,22,102,0,0,0,0,167.1,80,28.41,222.9,94,18.95,179.9,103,8.1,11.6,3,3.13,5,0,1,0.8795017439576356
783,33,134,0,0,0,0,177.1,120,30.11,218.1,123,18.54,183.8,93,8.27,12.7,5,3.43,3,0,1,0.6721914385813847
784,7,96,1,0,0,0,217.8,120,37.03,139.6,109,11.87,227.7,111,10.25,11.6,3,3.13,0,0,0,0.29764200636206317
785,29,42,2,0,0,0,143.7,96,24.43,221.0,98,18.79,108.9,94,4.9,8.6,1,2.32,2,0,0,0.39977689198276467
786,37,175,1,0,0,0,185.0,104,31.45,325.8,86,27.69,85.4,105,3.84,14.6,2,3.94,1,0,0,0.35932979532210146
787,37,136,1,0,1,23,235.6,65,40.05,177.7,81,15.1,138.7,105,6.24,11.3,5,3.05,1,0,0,0.3128898800299966
788,2,32,1,1,0,0,265.5,75,45.14,119.7,77,10.17,169.9,128,7.65,14.8,6,4.0,2,1,1,0.969479197315786
789,44,101,1,0,0,0,332.1,91,56.46,151.0,123,12.84,277.8,99,12.5,11.3,3,3.05,1,1,1,0.7854395769575752
790,3,132,0,1,1,21,223.4,89,37.98,193.2,105,16.42,226.2,85,10.18,7.7,5,2.08,3,0,1,0.9408312693856152
791,21,120,2,0,0,0,163.6,109,27.81,237.3,95,20.17,186.2,141,8.38,12.3,5,3.32,0,0,0,0.17512242622587418
792,26,122,2,0,0,0,190.0,125,32.3,141.5,77,12.03,216.8,68,9.76,15.9,3,4.29,3,0,1,0.7073655985162505
793,36,52,2,0,0,0,153.7,100,26.13,174.2,139,14.81,242.3,53,10.9,14.1,3,3.81,1,0,0,0.2734011105045204
794,46,182,1,0,0,0,160.3,87,27.25,229.9,101,19.54,185.3,96,8.34,8.7,11,2.35,2,0,0,0.4514783029022761
795,32,138,0,0,1,12,114.5,100,19.47,175.1,130,14.88,112.7,85,5.07,7.8,5,2.11,0,0,0,0.046107922471927854
796,13,130,2,0,0,0,140.9,68,23.95,217.5,109,18.49,123.6,96,5.56,13.6,4,3.67,3,0,1,0.5637670210982707
797,40,106,2,0,0,0,168.4,85,28.63,123.3,95,10.48,162.5,83,7.31,4.6,4,1.24,3,0,1,0.647293751252227
798,19,150,0,0,0,0,150.9,92,25.65,191.0,106,16.24,223.6,107,10.06,8.3,4,2.24,5,1,1,0.8558358566726342
